Comments,Label
রাবি শিক্ষার্থীকে মারধর ও রুম ভাঙচুর করল ছাত্রলীগ,1.0
সরকারি অর্থে উড়োজাহাজ ভ্রমণে বিমান বাংলাদেশ বাধ্যতামূলক,1.0
ঘুঘু ও জামুনি | গুলজার,1.0
যুগান্তরের বিশেষ প্রতিনিধি মুজিব মাসুদের বাবার ইন্তেকাল,1.0
ঝিনাইদহে পানিতে ডুবে শিশুর মৃত্যু,1.0
গোপালগঞ্জে ৭ মামলার আসামি পিস্তলসহ গ্রেপ্তার,1.0
তুরাগ নদী থেকে উদ্ধার হওয়া দুই তরুণীর মরদেহ সনাক্ত,1.0
ভ্রমণপিপাসুদের অনলাইন ঠিকানা হালট্রিপ,1.0
"মহিলা ভেবে শরীরিক সম্পর্ক, তারপর যা হলো...",1.0
যমজ সন্তানের মা হলেন বলিউড তারকা,1.0
৯১ রানে ছয় উইকেট হারিয়ে বিপদে বাংলাদেশ,1.0
ককটেলসহ ৩ শিবির নেতা গ্রেফতার,1.0
ত্রিপুরার মাদকের বেশির ভাগ পাচার হয় বাংলাদেশে,1.0
"সাগরে ঝড়ো বাতাসে ট্রলারডুবি, নিখোঁজ ১২",1.0
"ছাত্র আন্দোলনের নামে এরা কারা, প্রশ্ন নৌমন্ত্রীর",1.0
বর্তমানে রেলে যাত্রী পরিবহন সক্ষমতা ৯ কোটি,1.0
প্রথম পছন্দ পুলিশ ক্যাডার কেন?,1.0
গানের খেয়ার প্রথম প্রতিষ্ঠাবার্ষিকী,1.0
হৃদয়ে আগুন নিয়ে আসছে ফাতিমা,1.0
নওয়াজ মুক্ত,1.0
রবি-দৃষ্টি বিতর্কে কলেজিয়েট ও মুসলিম হাইস্কুল,1.0
শার্শায় অজ্ঞাত নারীর মরদেহ উদ্ধার,1.0
‘জননী’ ভয়ংকর,1.0
‘স্যারের জন্য প্রতি রাতে এখনো কাঁদি’,1.0
‘আমি খ্যাপাটে জীবনযাপনকে ভালোবাসি’,1.0
কামাল-বি. চৌধুরী নিয়ে মাথাব্যথা নেই,1.0
"তানজানিয়ায় ফেরি উল্টে নিহত শতাধিক, নিখোঁজ দুইশ",1.0
স্বাধীনতা ভালো তবে তা বালকের জন্য নয়,1.0
থামছে না পদ্মার ভাঙন,1.0
খালেদা জিয়ার চিকিৎসায় সরকারদলীয় চিকিৎসক রহস্যজনক: রিজভী,1.0
ফোন করে তামিমের খোঁজ নিলেন প্রধানমন্ত্রী,1.0
রাবিতে শিক্ষার্থীকে মারধর করল ছাত্রলীগ,1.0
ফিলিপাইনে ভূমিধসে নিহত ২১,1.0
ভারতের ‘দাম্ভিক’ প্রতিক্রিয়ায় আমি হতাশ: ইমরান খান,1.0
বিশ্বমানের নেতৃত্ব তৈরিতে চালু হবে ‘সেন্টার ফর লিডারশিপ’,1.0
নারায়ণগঞ্জে পানিতে ডুবে দুই শিশুর মৃত্যু,1.0
খালেদার অনুপস্থিতিতেই চলবে বিচারকাজ,1.0
মুখ ধোওয়ার সময় যে ভুলগুলো এড়িয়ে চলবেন,1.0
সিদ্ধিরগঞ্জে বন্দুকযুদ্ধে মাদক কারবারি ফরিদ নিহত,1.0
খালেদা জিয়া গুরুতর অসুস্থ : রিজভী,1.0
পদ্মার পাড়ে বসে কাঁদছেন সামসুন্নাহার,1.0
বঙ্গবন্ধু গোল্ডকাপের পঞ্চম আসরের ট্রফি উন্মোচন,1.0
অন্তর্জ্বালা থেকে মনগড়া কথা বলেছেন সিনহা: ওবায়দুল কাদের,1.0
ঢাকা উত্তর সিটির প্যানেল মেয়র ওসমান গণির মৃত্যু,1.0
"সড়ক দুর্ঘটনায় মাদ্রাসার অধ্যক্ষ নিহত, অগ্নিসংযোগ ও বিক্ষোভ",1.0
নরসিংদীতে জয়বাংলা ইয়ুথ অ্যাওয়ার্ড'র উপজেলা এ্যাকটিভেসন সম্পন্ন,1.0
সাকিবের স্পিন বিষে বিপর্যয়ে আফগানিস্তান,1.0
রাজধানীতে শোকাবহ পরিবেশে তাজিয়া মিছিল,1.0
নিরুত্তাপ ম্যাচে বাংলাদেশের অসহায় আত্মসমর্পণ,1.0
২২ সেপ্টেম্বর ২০১৮,1.0
বেসরকারি পর্যায়ে পোষা প্রাণীর চিকিৎসা চাহিদা বাড়ছে,1.0
বরিশালে স্ত্রী হত্যার দায়ে স্বামীর যাবজ্জীবন,1.0
তাহিরপুরে কম্পিউটারসহ ৩ পর্নগ্রাফি ব্যবসায়ী গ্রেফতার,1.0
খিদে পেলেও খাওয়া ঠিক নয় যেসব খাবার,1.0
আনোয়ার ইস্পাতের পরিবেশক সম্মেলন অনুষ্ঠিত,1.0
শাহজালাল বিমানবন্দরে অভিনেত্রী সাফা কবিরকে হেনস্থার অভিযোগ,1.0
কলম্বাস পাতাটি হারিয়ে ফেলিছেলেন,1.0
নির্বাচনের সঙ্গে খালেদার মুক্তির কোন সম্পর্ক নেই: গয়েশ্বর,1.0
বেগমগঞ্জে ইয়াবা ব্যবসায়ী কারাদণ্ড,1.0
বৃহত্তর ঐক্যের কর্মসূচি প্রণয়নে লিয়াজোঁ কমিটি হচ্ছে,1.0
এশিয়া কাপে আজ ভারত-পাকিস্তানের মহারণ,1.0
তারা কেন এত উদ্বিগ্ন হয়ে উঠছেন?,1.0
সরকারি কর্মকর্তাদের বিমানের ফ্লাইটে যাতায়াত বাধ্যতামূলক,1.0
চায়না ওপেন থেকে নাম প্রত্যাহার নাদালের,1.0
যে হারে জয়ের আনন্দ,1.0
